vehicle_id,date,mileage_km,cumulative_mileage_km,engine_hours,load_percentage,route_severity_score,route_severity_label,fault_count,fault_severity_score,operating_stress_index,days_since_last_service,last_service_mileage_km,service_type_last,breakdown_occurred,breakdown_type,data_quality_flag,scenario_tag
VH-026,2024-02-22,189.23,34227.22,,65.37,7.9,High,2.0,5.16,2.96,11.0,32311.2,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-02-23,155.35,34382.58,14.1,49.25,6.94,High,0.0,0.0,4.86,12.0,32311.2,MINOR,0,,,NORMAL
VH-026,2024-02-24,115.07,34497.65,15.96,32.76,3.95,Medium,0.0,0.0,4.02,13.0,32311.2,MINOR,0,,,NORMAL
VH-026,2024-02-25,201.78,34699.43,15.37,61.67,4.78,Medium,0.0,0.0,6.02,14.0,32311.2,MINOR,0,,,NORMAL
VH-026,2024-02-26,173.31,34872.74,15.35,73.38,6.41,Medium,0.0,0.0,5.76,15.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-02-27,144.54,35017.28,18.42,67.87,2.86,Low,0.0,0.0,3.11,1.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-02-28,212.35,34911.426127989216,12.93,55.65,0.46,Low,0.0,0.0,4.65,2.0,34872.74,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-026,2024-02-29,154.47,35384.1,17.5,68.89,5.48,Medium,1.0,5.35,4.83,3.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-01,206.09,35590.19,15.92,87.6,1.12,Low,0.0,0.0,6.95,4.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-02,187.8,35777.99,11.14,80.78,2.33,Low,0.0,0.0,5.82,5.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-03,208.52,35986.51,13.91,48.07,0.53,Low,0.0,0.0,2.48,6.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-04,241.05,36227.55,17.42,69.96,3.71,Medium,2.0,7.24,4.3,7.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-05,210.93,36170.095443394006,17.33,67.94,6.35,Medium,1.0,2.03,6.78,8.0,34872.74,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-026,2024-03-06,165.24,36603.72,13.0,63.24,7.64,High,2.0,6.49,5.4,9.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-07,82.75,36686.47,10.9,64.35,4.6,Medium,3.0,0.0,4.51,10.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-08,178.96,36865.43,16.65,86.74,5.54,Medium,0.0,0.0,6.09,11.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-09,132.56,36997.98,12.11,60.63,1.48,Low,4.0,5.92,3.65,12.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-10,200.45,37198.43,14.73,60.46,4.81,Medium,0.0,0.0,2.49,13.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-11,168.8,37367.23,13.58,75.22,2.62,Low,3.0,5.11,0.87,14.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-12,187.61,37554.84,16.52,88.59,7.04,High,0.0,0.0,6.01,15.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-13,83.05,37637.89,9.5,49.56,3.47,Medium,1.0,1.88,4.46,16.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-14,160.45,37457.23777342383,16.31,69.38,2.3,Low,1.0,6.68,6.56,17.0,34872.74,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-026,2024-03-15,173.5,37971.84,18.08,79.75,3.38,Medium,3.0,6.38,4.28,18.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-16,207.07,38178.9,10.65,40.19,4.24,Medium,0.0,0.0,6.63,19.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-17,240.02,38418.93,,,4.9,Medium,1.0,3.81,6.52,20.0,34872.74,EMERGENCY,0,,"MISSING_LOAD,MISSING_ENGINE_HOURS",NORMAL
VH-026,2024-03-18,138.12,38557.05,13.7,50.02,3.36,Medium,0.0,0.0,6.28,21.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-19,113.79,38670.83,13.23,60.9,3.02,Low,0.0,0.0,3.14,22.0,34872.74,EMERGENCY,0,,DUPLICATE_RECORD,NORMAL
VH-026,2024-03-20,188.86,38859.7,20.24,69.11,3.43,Medium,2.0,2.38,2.08,23.0,34872.74,EMERGENCY,0,,,NORMAL
VH-026,2024-03-21,150.92,39010.62,13.12,61.28,0.0,Low,0.0,0.0,4.42,24.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-22,161.01,39171.63,15.03,70.16,5.3,Medium,0.0,0.0,5.24,1.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-23,187.22,39358.85,13.61,87.2,5.95,Medium,0.0,0.0,5.23,2.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-24,181.85,39540.7,17.8,72.74,6.68,High,0.0,0.0,5.12,3.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-25,183.57,39724.27,12.95,65.54,0.44,Low,1.0,0.0,3.64,4.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-26,119.54,39843.81,12.94,81.38,6.14,Medium,0.0,0.0,7.06,5.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-27,166.41,40010.22,16.56,68.39,2.82,Low,0.0,0.0,2.72,6.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-28,117.13,40127.35,17.52,51.16,2.82,Low,0.0,0.0,3.67,7.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-29,195.35,40322.7,15.16,89.16,4.46,Medium,0.0,0.0,4.33,8.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-30,158.31,40481.01,19.52,73.63,4.07,Medium,0.0,0.0,6.93,9.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-03-31,169.91,40650.92,10.96,,4.56,Medium,2.0,3.7,3.88,10.0,39010.62,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-026,2024-04-01,220.81,40871.73,15.15,81.93,0.96,Low,2.0,4.66,4.68,11.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-02,241.62,41113.35,18.82,88.74,6.41,Medium,0.0,0.0,3.81,12.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-03,91.78,41205.13,13.06,57.2,4.7,Medium,0.0,0.0,5.88,13.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-04,179.29,41384.41,12.31,68.15,7.17,High,3.0,6.35,7.97,14.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-05,115.43,41499.84,9.47,63.76,3.52,Medium,0.0,0.0,2.65,15.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-06,169.03,41668.88,17.0,52.15,3.49,Medium,2.0,5.48,6.2,16.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-07,223.47,41892.35,14.78,73.01,3.92,Medium,2.0,4.41,3.7,17.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-08,152.23,42044.58,14.05,130.3715346575204,2.72,Low,0.0,0.0,5.21,18.0,39010.62,EMERGENCY,0,,INVALID_LOAD,NORMAL
VH-026,2024-04-09,222.15,42266.73,16.53,91.64,4.89,Medium,2.0,3.63,4.99,19.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-10,174.13,42440.86,16.03,78.6,5.45,Medium,0.0,0.0,6.15,20.0,39010.62,EMERGENCY,1,ENGINE,,NORMAL
VH-026,2024-04-11,159.86,42600.71,,71.57,2.52,Low,3.0,6.96,4.17,21.0,39010.62,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-04-12,173.54,42774.26,15.11,79.42,4.08,Medium,0.0,0.0,2.49,22.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-13,168.79,42943.04,12.82,54.72,1.71,Low,1.0,4.28,3.64,23.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-14,201.73,43144.77,13.46,51.14,4.82,Medium,0.0,0.0,5.97,24.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-15,214.98,43359.75,13.68,69.91,5.72,Medium,1.0,2.93,5.89,25.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-16,156.51,43516.26,12.98,33.0,4.81,Medium,1.0,1.29,3.6,26.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-17,200.95,43717.21,15.07,72.93,3.76,Medium,1.0,4.9,5.42,27.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-18,233.57,43950.78,13.65,39.53,4.71,Medium,0.0,0.0,5.59,28.0,39010.62,EMERGENCY,1,BRAKE,,NORMAL
VH-026,2024-04-19,139.19,44089.97,14.54,60.67,5.88,Medium,1.0,3.14,5.52,29.0,39010.62,EMERGENCY,0,,,NORMAL
VH-026,2024-04-20,152.3,44242.27,5.39,57.03,4.9,Medium,0.0,0.0,5.45,30.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-21,190.43,44432.69,15.69,72.33,6.29,Medium,0.0,0.0,6.16,1.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-22,167.76,44600.46,12.76,77.95,2.82,Low,0.0,0.0,4.4,2.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-23,177.62,44778.08,14.9,40.98,5.72,Medium,0.0,0.0,5.22,3.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-24,178.17,44956.24,17.39,64.74,6.41,Medium,1.0,6.6,5.26,4.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-25,244.72,45200.96,14.79,65.9,3.95,Medium,1.0,0.86,3.24,5.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-26,129.68,45330.64,16.17,61.2,2.9,Low,1.0,5.76,1.91,6.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-27,216.66,45547.3,14.59,66.94,6.62,Medium,0.0,0.0,2.64,7.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-28,204.77,45752.07,15.4,45.74,1.22,Low,1.0,4.62,5.83,8.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-29,258.58,46010.65,13.98,65.89,4.78,Medium,1.0,4.44,6.39,9.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-04-30,162.57,46173.22,9.71,60.97,4.73,Medium,0.0,0.0,6.01,10.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-01,89.23,46262.45,15.03,88.02,4.86,Medium,1.0,5.27,4.67,11.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-02,165.78,46428.23,15.86,57.23,1.45,Low,2.0,5.16,3.22,12.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-03,88.26,46516.49,16.49,64.61,0.99,Low,0.0,0.0,1.67,13.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-04,264.85,46781.34,14.98,46.89,4.36,Medium,2.0,5.74,3.88,14.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-05,278.26,47059.6,14.73,62.18,5.75,Medium,3.0,5.64,4.43,15.0,44242.27,MINOR,1,DRIVETRAIN,,NORMAL
VH-026,2024-05-06,151.8,47211.4,14.54,89.25,4.11,Medium,0.0,0.0,2.96,16.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-07,173.81,47385.21,9.35,44.81,6.79,High,0.0,0.0,6.4,17.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-08,147.47,47532.68,18.5,76.63,4.92,Medium,1.0,3.59,5.33,18.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-09,198.42,47731.1,15.62,56.21,3.64,Medium,1.0,7.24,3.94,19.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-10,159.28,47890.38,11.73,80.99,3.03,Low,0.0,0.0,3.41,20.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-11,201.35,48091.73,17.01,92.54,2.28,Low,0.0,0.0,5.31,21.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-12,159.77,48251.5,20.05,95.98,0.68,Low,2.0,3.23,2.46,22.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-13,176.67,48428.17,16.67,65.79,5.68,Medium,1.0,3.96,7.72,23.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-14,201.38,48629.55,10.38,80.76,6.58,Medium,1.0,3.97,4.85,24.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-15,176.55,48806.1,13.78,,1.28,Low,1.0,5.69,5.13,25.0,44242.27,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-05-16,188.27,48994.37,12.48,80.77,3.06,Low,2.0,4.53,5.44,26.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-17,177.04,49171.41,17.64,77.31,2.26,Low,2.0,4.44,5.1,27.0,44242.27,MINOR,1,DRIVETRAIN,,NORMAL
VH-026,2024-05-18,219.09,49390.5,9.61,53.34,4.01,Medium,2.0,4.77,7.05,28.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-19,199.52,49590.02,18.84,87.28,5.45,Medium,2.0,4.39,6.68,29.0,44242.27,MINOR,0,,,NORMAL
VH-026,2024-05-20,254.75,49844.77,,44.37,3.4,Medium,0.0,0.0,3.44,30.0,49844.77,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-05-21,219.06,50063.83,13.61,58.19,4.92,Medium,0.0,0.0,5.49,1.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-22,184.19,50248.01,17.39,51.15,5.87,Medium,0.0,0.0,3.54,2.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-23,211.45,50459.46,12.17,74.82,3.78,Medium,0.0,0.0,1.33,3.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-24,193.35,50652.81,17.56,86.07,4.68,Medium,0.0,0.0,7.32,4.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-25,180.33,50833.14,16.88,79.18,3.28,Low,0.0,0.0,6.67,5.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-26,307.59,51140.73,9.82,58.82,7.04,High,2.0,4.01,3.67,6.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-27,108.97,51249.7,16.14,100.0,6.23,Medium,1.0,3.91,4.06,7.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-28,178.36,51428.06,14.58,80.1,4.31,Medium,0.0,0.0,4.69,8.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-29,195.72,51623.78,19.67,59.66,4.57,Medium,1.0,1.72,5.92,9.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-30,161.18,51784.96,15.16,73.86,4.09,Medium,0.0,0.0,9.12,10.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-05-31,218.12,52003.08,14.38,78.82,3.75,Medium,1.0,6.33,5.03,11.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-01,231.33,52234.41,16.25,59.04,6.0,Medium,0.0,0.0,4.06,12.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-02,139.28,52373.69,11.6,78.84,5.42,Medium,1.0,5.14,5.65,13.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-03,184.05,52557.73,15.78,54.49,5.11,Medium,1.0,2.56,5.85,14.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-04,204.08,52761.81,9.82,87.22,7.89,High,1.0,4.4,4.26,15.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-05,185.25,52947.07,13.04,48.81,3.3,Low,2.0,0.0,7.06,16.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-06,80.72,53027.79,12.68,58.82,4.77,Medium,1.0,0.0,2.98,17.0,49844.77,MINOR,1,ENGINE,,NORMAL
VH-026,2024-06-07,251.38,53279.16,16.17,,5.32,Medium,0.0,0.0,3.04,18.0,49844.77,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-06-08,142.3,53421.46,18.28,49.72,5.67,Medium,1.0,2.64,4.7,19.0,49844.77,MINOR,0,,,NORMAL
VH-026,2024-06-09,131.82,53553.28,12.47,45.98,4.28,Medium,,0.0,5.91,20.0,49844.77,MINOR,0,,MISSING_FAULT_INFO,NORMAL
VH-026,2024-06-10,144.69,53697.96,14.63,72.97,4.47,Medium,0.0,0.0,5.74,21.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-11,189.73,53887.69,14.16,76.81,5.5,Medium,0.0,0.0,5.98,1.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-12,214.85,54102.55,17.42,58.85,4.33,Medium,1.0,3.18,5.13,2.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-13,151.71,54254.25,11.24,59.57,1.28,Low,0.0,0.0,7.46,3.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-14,157.84,54412.1,13.88,77.36,4.04,Medium,0.0,0.0,4.14,4.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-15,225.92,54638.02,16.12,58.73,5.26,Medium,1.0,3.01,4.04,5.0,53697.96,EMERGENCY,1,ENGINE,,NORMAL
VH-026,2024-06-16,121.14,54759.16,13.74,100.0,4.21,Medium,1.0,6.07,6.89,6.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-17,182.0,54941.17,14.36,65.18,5.13,Medium,0.0,0.0,8.74,7.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-18,195.61,55136.78,11.84,83.33,5.57,Medium,1.0,3.29,3.64,8.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-19,140.73,55277.51,15.56,60.2,2.8,Low,2.0,3.6,4.99,9.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-20,205.26,55482.77,15.4,51.26,0.66,Low,2.0,4.12,7.38,10.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-21,88.08,55570.85,15.56,63.65,6.67,High,1.0,3.28,1.53,11.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-22,246.05,55816.9,10.32,56.96,7.6,High,0.0,0.0,5.13,12.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-23,179.85,55996.75,10.53,50.33,3.81,Medium,0.0,0.0,6.19,13.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-24,174.48,56171.23,17.94,60.24,2.94,Low,1.0,3.73,3.73,14.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-25,162.56,56333.79,14.58,61.59,1.24,Low,0.0,0.0,6.2,15.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-26,228.3,56562.09,18.88,81.84,3.44,Medium,0.0,0.0,5.25,16.0,53697.96,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-026,2024-06-27,163.49,56725.57,9.71,81.28,2.32,Low,0.0,0.0,7.44,17.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-28,111.96,56837.53,,59.17,5.99,Medium,2.0,3.42,4.46,18.0,53697.96,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-06-29,220.57,57058.1,15.25,75.68,2.72,Low,0.0,0.0,2.6,19.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-06-30,167.18,57225.28,15.4,61.81,3.16,Low,1.0,1.33,5.07,20.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-01,166.04,57391.32,15.38,62.89,5.54,Medium,1.0,6.3,5.88,21.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-02,156.18,57547.5,9.83,67.82,3.07,Low,0.0,0.0,3.96,22.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-03,272.95,57820.46,17.85,65.05,3.51,Medium,1.0,2.68,5.72,23.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-04,158.08,57978.53,15.01,52.22,6.72,High,1.0,3.4,6.6,24.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-05,202.99,58181.53,,83.91,4.35,Medium,1.0,2.29,4.66,25.0,53697.96,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-07-06,252.73,58434.26,16.1,65.29,3.75,Medium,1.0,0.86,3.49,26.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-07,274.63,58708.89,16.21,61.71,4.28,Medium,1.0,6.32,5.44,27.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-08,158.95,58867.84,17.84,,2.84,Low,0.0,0.0,6.37,28.0,53697.96,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-026,2024-07-09,170.45,59038.29,16.63,55.91,5.92,Medium,0.0,0.0,6.23,29.0,53697.96,EMERGENCY,0,,,NORMAL
VH-026,2024-07-10,202.05,59240.34,,59.48,0.0,Low,0.0,0.0,4.25,30.0,59240.34,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-07-11,216.43,59456.77,19.66,71.79,5.42,Medium,0.0,0.0,5.37,1.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-12,173.39,59630.16,19.1,81.24,3.53,Medium,0.0,0.0,5.98,2.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-13,232.84,59863.0,15.67,71.08,2.65,Low,1.0,5.09,1.89,3.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-14,238.37,60101.36,15.32,96.35,6.64,Medium,0.0,0.0,7.12,4.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-15,207.7,60309.07,12.81,50.38,4.55,Medium,0.0,0.0,4.67,5.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-16,189.09,60498.16,16.77,71.97,2.29,Low,0.0,0.0,2.74,6.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-17,181.91,60680.07,,79.62,4.24,Medium,0.0,0.0,7.61,7.0,59240.34,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-07-18,108.64,60788.71,16.74,100.0,3.94,Medium,1.0,2.89,4.85,8.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-19,219.9,61008.61,10.37,,6.43,Medium,0.0,0.0,4.65,9.0,59240.34,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-07-20,109.67,61118.28,17.22,66.96,0.0,Low,1.0,4.19,5.9,10.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-21,178.52,61296.81,17.45,59.63,7.23,High,1.0,6.83,5.97,11.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-22,158.74,61455.55,18.89,82.93,3.84,Medium,2.0,0.0,7.68,12.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-23,81.15,61536.7,14.6,71.99,3.64,Medium,1.0,1.09,4.49,13.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-24,180.82,61717.52,13.41,,3.79,Medium,2.0,2.45,4.26,14.0,59240.34,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-07-25,165.14,61882.67,13.64,54.31,4.89,Medium,1.0,2.69,8.09,15.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-26,189.93,62072.6,14.49,43.28,3.24,Low,2.0,5.42,5.03,16.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-27,178.25,62250.86,19.34,73.08,4.93,Medium,0.0,0.0,3.78,17.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-28,118.05,62368.91,9.85,70.92,6.25,Medium,1.0,6.7,5.83,18.0,59240.34,MINOR,0,,DUPLICATE_RECORD,NORMAL
VH-026,2024-07-29,226.45,62595.36,12.17,86.01,3.25,Low,2.0,5.96,5.71,19.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-07-30,197.89,62793.25,17.67,71.68,7.03,High,,6.5,8.7,20.0,59240.34,MINOR,1,ENGINE,MISSING_FAULT_INFO,NORMAL
VH-026,2024-07-31,216.11,63009.36,13.32,70.01,0.6,Low,0.0,0.0,3.43,21.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-08-01,199.74,63036.00416058084,15.89,69.28,3.88,Medium,0.0,0.0,3.16,22.0,59240.34,MINOR,1,BRAKE,INVALID_MILEAGE,NORMAL
VH-026,2024-08-02,192.33,63401.43,,56.75,2.77,Low,1.0,7.75,3.19,23.0,59240.34,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL
VH-026,2024-08-03,198.53,63599.96,11.42,63.56,3.51,Medium,0.0,0.0,5.06,24.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-08-04,108.18,63708.14,16.99,92.33,4.87,Medium,0.0,0.0,5.88,25.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-08-05,186.91,63895.05,17.28,77.01,2.17,Low,,2.05,5.64,26.0,59240.34,MINOR,0,,MISSING_FAULT_INFO,NORMAL
VH-026,2024-08-06,210.89,64105.94,15.32,,4.5,Medium,2.0,5.18,7.65,27.0,59240.34,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-08-07,153.96,64259.91,12.67,77.81,4.88,Medium,0.0,0.0,4.83,28.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-08-08,188.38,64448.29,13.82,56.71,2.75,Low,0.0,0.0,3.38,29.0,59240.34,MINOR,0,,,NORMAL
VH-026,2024-08-09,209.48,64657.77,11.18,72.1,4.91,Medium,0.0,0.0,4.34,30.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-10,176.79,64834.56,13.75,69.49,1.96,Low,0.0,0.0,1.86,1.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-11,145.26,64979.81,16.0,46.41,3.67,Medium,0.0,0.0,4.88,2.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-12,191.69,65171.51,10.01,57.65,5.12,Medium,0.0,0.0,9.4,3.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-13,253.3,65424.8,15.94,41.63,10.0,Extreme,0.0,0.0,3.89,4.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-14,139.75,65564.55,10.3,74.15,3.82,Medium,0.0,0.0,5.18,5.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-15,183.97,65748.52,16.3,46.04,1.46,Low,2.0,2.78,4.28,6.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-16,210.02,65958.53,14.02,88.12,3.27,Low,0.0,0.0,5.59,7.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-17,239.55,66198.09,13.38,89.82,5.93,Medium,0.0,0.0,5.04,8.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-18,142.45,66340.54,14.04,,6.16,Medium,0.0,0.0,4.58,9.0,64657.77,MINOR,0,,MISSING_LOAD,NORMAL
VH-026,2024-08-19,153.13,66493.66,12.13,64.11,2.41,Low,0.0,0.0,5.97,10.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-20,171.15,66664.81,12.29,72.05,3.42,Medium,1.0,3.99,3.77,11.0,64657.77,MINOR,0,,,NORMAL
VH-026,2024-08-21,112.03,66776.84,15.91,62.84,3.18,Low,,0.62,2.12,12.0,64657.77,MINOR,0,,MISSING_FAULT_INFO,NORMAL
